pair_id,layer_idx,TE,IE,original_output,intervention_output,ie_output,original_text,intervention_text,ie_text,expected_original,expected_intervention,original_correct,intervention_correct,patch_positions,ie_positions,num_patch_positions,num_ie_positions,category,intervention_position,list_length,original_word,intervention_word
0,15,-1,0,3,2,3,(3),(2),(3),3,2,True,True,[88],"[88, 89]",1,2,animal,4,7,leopard,heel
0,16,-1,0,3,2,3,(3),(2),(3),3,2,True,True,[88],"[88, 89]",1,2,animal,4,7,leopard,heel
0,17,-1,0,3,2,3,(3),(2),(3),3,2,True,True,[88],"[88, 89]",1,2,animal,4,7,leopard,heel
0,18,-1,0,3,2,3,(3),(2),(3),3,2,True,True,[88],"[88, 89]",1,2,animal,4,7,leopard,heel
0,19,-1,0,3,2,3,(3),(2),(3),3,2,True,True,[88],"[88, 89]",1,2,animal,4,7,leopard,heel
1,0,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,1,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,2,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,3,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,4,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,5,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,6,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,7,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,8,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,9,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,10,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,11,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,12,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,13,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,14,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,15,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,16,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,17,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,18,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
1,19,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[74, 75]","[74, 75, 76]",2,3,emotion,0,5,fascinated,baseball
2,0,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,1,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,2,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,3,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,4,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,5,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,6,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,7,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,8,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,9,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,10,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,11,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,12,-1,-1,5,4,4,(5),(4),(4),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,13,-1,0,5,4,5,(5),(4),(5),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,14,-1,0,5,4,5,(5),(4),(5),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,15,-1,0,5,4,5,(5),(4),(5),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,16,-1,0,5,4,5,(5),(4),(5),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,17,-1,0,5,4,5,(5),(4),(5),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,18,-1,0,5,4,5,(5),(4),(5),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
2,19,-1,0,5,4,5,(5),(4),(5),5,4,True,True,"[85, 86]","[85, 86, 87]",2,3,animal,3,7,pigeon,forklift
3,0,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,1,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,2,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,3,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,4,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,5,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,6,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,7,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,8,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,9,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,10,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,11,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,12,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,13,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,14,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,15,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,16,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,17,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,18,-1,0,3,2,3,(3),(2),(3),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
3,19,-1,0,3,2,3,(3),(2),(3),3,2,True,True,[99],"[99, 100]",1,2,color,6,8,burgundy,melon
4,0,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,1,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,2,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,3,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,4,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,5,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,6,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,7,-1,-1,1,0,0,(1),(0),(0),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,8,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,9,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,10,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,11,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,12,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,13,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,14,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,15,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,16,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,17,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,18,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
4,19,-1,0,1,0,1,(1),(0),(1),1,0,True,True,"[88, 89]","[88, 89]",2,2,sport,4,7,rugby,beige
5,0,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,1,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,2,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,3,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,4,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,5,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,6,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,7,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,8,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,9,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,10,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,11,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,12,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,13,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,14,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,15,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,16,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,17,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,18,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
5,19,0,0,6,6,6,(6),(6),(6),6,5,True,False,"[90, 91]","[90, 91]",2,2,color,4,8,scarlet,mulberry
6,0,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,1,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,2,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,3,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,4,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,5,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,6,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,7,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,8,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,9,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,10,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,11,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,12,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,13,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,14,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,15,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,16,0,1,3,3,4,(3),(3),(4),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,17,0,1,3,3,4,(3),(3),(4),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,18,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
6,19,0,0,3,3,3,(3),(3),(3),5,4,False,False,"[97, 98]",[97],2,1,building,6,7,church,welder
7,0,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,1,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,2,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,3,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,4,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,5,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,6,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,7,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,8,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,9,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,10,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,11,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,12,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,13,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,14,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,15,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,16,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,17,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,18,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
7,19,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[83, 84]","[83, 84]",2,2,clothing,2,5,cardigan,cloudy
8,0,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,1,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,2,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,3,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,4,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,5,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,6,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,7,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,8,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,9,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,10,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,11,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,12,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,13,-1,-1,3,2,2,(3),(2),(2),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,14,-1,0,3,2,3,(3),(2),(3),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,15,-1,0,3,2,3,(3),(2),(3),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,16,-1,0,3,2,3,(3),(2),(3),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,17,-1,0,3,2,3,(3),(2),(3),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,18,-1,0,3,2,3,(3),(2),(3),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
8,19,-1,0,3,2,3,(3),(2),(3),3,2,True,True,"[74, 75, 76]","[74, 75]",3,2,sport,0,5,skiing,periwinkle
9,0,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,1,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,2,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,3,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,4,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,5,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,6,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,7,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,8,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,9,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,10,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,11,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,12,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,13,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,14,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,15,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,16,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,17,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,18,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
9,19,-1,0,2,1,2,(2),(1),(2),2,1,True,True,"[78, 79, 80]",[78],3,1,animal,1,5,wolf,loafers
10,0,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[74, 75]","[74, 75]",2,2,sport,0,6,cricket,tornado
10,1,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[74, 75]","[74, 75]",2,2,sport,0,6,cricket,tornado
10,2,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[74, 75]","[74, 75]",2,2,sport,0,6,cricket,tornado
10,3,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[74, 75]","[74, 75]",2,2,sport,0,6,cricket,tornado
10,4,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[74, 75]","[74, 75]",2,2,sport,0,6,cricket,tornado
10,5,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[74, 75]","[74, 75]",2,2,sport,0,6,cricket,tornado
10,6,-1,-1,2,1,1,(2),(1),(1),2,1,True,True,"[74, 75]","[74, 75]",2,2,sport,0,6,cricket,tornado
